"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1799607927776698575","Sun Jun 09 01:02:19 +0000 2024","0","Jadi aku barusan keterima kerja di project pengembangan AI begitu teman teman company nya diluar negeri di san fransisco pembayaran fee nye masuknye lewat paypal nah ade ke yg tau gmn care buat paypal? Awowkwowkwok https://t.co/uZ64CJSLeN","1799607927776698575","https://pbs.twimg.com/media/GPl93rAaAAA4ke1.jpg","","in","Pontianak","0","1","0","https://x.com/rifqiluthfian/status/1799607927776698575","252380249","rifqiluthfian"
"1788908012473815149","Fri May 10 12:24:41 +0000 2024","2","Mendiagnosa Penyakit: AI bisa cepat dan akurat mengidentifikasi penyakit melalui gambar medis seperti rontgen atau MRI. Pengembangan Obat: AI membantu mencari kombinasi kimia baru untuk obat lebih cepat dengan simulasi komputer. Perawatan Personalisasi: AI menganalisis data https://t.co/31pYbQCCIV","1788908012473815149","https://pbs.twimg.com/media/GNN6UaJakAAWNDa.jpg","","in","Indonesia","0","0","0","https://x.com/GrapixAi/status/1788908012473815149","752319013347266560","GrapixAi"
"1796418649076756700","Fri May 31 05:49:16 +0000 2024","1","Kecerdasan buatan digunakan untuk meningkatkan efisiensi menghemat biaya dan meningkatkan pengalaman konsumen di industri seperti perawatan kesehatan keuangan dan ritel. Negara-negara juga mendukung perluasan industri AI melalui proyek-proyek seperti pengembangan portal AI https://t.co/UWXVamxY0z","1796418649076756700","https://pbs.twimg.com/media/GO4pPIRboAIGSWi.png","","in","Indonesia","0","0","0","https://x.com/xfa_ai/status/1796418649076756700","1719251578539139072","xfa_ai"
"1785182452589453542","Tue Apr 30 05:40:38 +0000 2024","31","Indonesia-Microsoft Jajaki Peluang Pengembangan Teknologi AI dan Talenta Digital. Presiden Joko Widodo menerima delegasi Microsoft di Istana Merdeka Jakarta pada Selasa 30 April 2024. Pertemuan tersebut membahas kerja sama Microsoft dan pemerintah Indonesia dalam pengembangan https://t.co/2zixazs1u4","1785182452589453542","https://pbs.twimg.com/media/GMY96KqaUAA28N0.jpg","","in","Jakarta Pusat, DKI Jakarta","0","2","8","https://x.com/kangdede78/status/1785182452589453542","235931838","kangdede78"
"1770356386645627339","Wed Mar 20 07:47:08 +0000 2024","225","Google x Apple akan kolab - iPhone akan sgra dibekali GeminiAI by Google. Apple memang agak ketinggalan dlm pengembangan AI (dibanding Google atau OpenAI x Microsoft). Kolab ini win win. GeminiAI akan dapat ratusan juta user iPhone. Apple bisa tetap leading. https://t.co/g1Bdp9QrZC","1770356386645627339","https://pbs.twimg.com/media/GJGRwD5acAAKxrh.jpg","","in","","4","12","52","https://x.com/Strategi_Bisnis/status/1770356386645627339","190535830","Strategi_Bisnis"
"1785817450443112793","Wed May 01 23:43:53 +0000 2024","14","Menkominfo Budi AS mengatakan pemerintah dan CEO Microsoft Satya Nadella menyepakati dibangunnya pusat riset bersama. Pusat riset tsb akan digunakan utk pengembangan digital talent dan artificial intelligence (AI) Amanda Zahra Dortmund Syahrini Giselle #ThomasCup2024 Selingkuh https://t.co/5gN5sRuad9","1785817450443112793","https://pbs.twimg.com/media/GMh_gcpbAAAw5ut.jpg","","in","","1","2","11","https://x.com/Nidyna10/status/1785817450443112793","1710309382293004288","Nidyna10"
"1785824082019446828","Thu May 02 00:10:14 +0000 2024","14","Pemerintah dan Microsoft Sepakat Bangun Pusat Riset AI Pemerintah dan CEO Microsoft menyepakati dibangunnya pusat riset bersama. Pusat riset tersebut akan digunakan untuk pengembangan digital talent dan AI. Amanda Zahra Dortmund Syahrini Giselle #ThomasCup2024 Selingkuh https://t.co/MuiNndyrHe","1785824082019446828","https://pbs.twimg.com/media/GMiFh-cbYAAzCNq.jpg","","in","DKI Jakarta, Indonesia","2","2","11","https://x.com/rasa2086/status/1785824082019446828","1290494259791933443","rasa2086"
"1741387146194461069","Sun Dec 31 09:13:43 +0000 2023","81","Pendidikan digital kini amat penting dalam kehidupan masyarakat apatah lagi zaman zini sedang melalui proses pengembangan digital antaranya Kecerdasan Buatan (Artificial Intelligence AI). https://t.co/vBatENiWQy","1741387146194461069","https://pbs.twimg.com/media/GCqmYHSbkAAZumG.jpg","","in","Putrajaya","0","2","13","https://x.com/FadhlinaSiddiq/status/1741387146194461069","1296319749245132801","FadhlinaSiddiq"
"1791704419035238616","Sat May 18 05:36:36 +0000 2024","3","Dalam beberapa tahun terakhir Indonesia telah mencapai beberapa kemajuan dalam pengembangan server kecerdasan buatan (AI) dan teknologi terkait. Beberapa perusahaan teknologi dan start-up di Indonesia sudah mulai menaruh perhatian pada pengembangan server AI dan beberapa https://t.co/kzSdgCj0MU","1791704419035238616","https://pbs.twimg.com/media/GN1pqq9a0AA2LZV.png","","in","Indonesia","0","3","0","https://x.com/xfa_ai/status/1791704419035238616","1719251578539139072","xfa_ai"
"1792780607258521964","Tue May 21 04:52:59 +0000 2024","11","Ini lho kenapa yang merasa terganggu akan terus koar2 soal AI. Karena suara penolakan itu gak pernah dianggap. Pengembangan AI akan selamanya mengatasnamakan kemajuan teknologi dan yang menolak dianggap kolot. Padahal ini soal menyuarakan hak. Kemajuan AI ga akan bisa https://t.co/yJjHPMw6j5","1792780607258521964","https://pbs.twimg.com/media/GOE6dmibkAEK6sx.jpg","","in","ÜT: -6.298036,106.841224","0","0","2","https://x.com/mosmarth/status/1792780607258521964","36053518","mosmarth"
"1782782752942911975","Tue Apr 23 14:45:05 +0000 2024","40","Tiga jurusan masa depan menurut @BillGates yaitu Jurusan energi alternatif Bioscience u/ kesehatan dan Pengembangan AI. Di Indonesia kampus mana saja yang sdh ada jurusan ini ya? https://t.co/SnfIKszw08","1782782752942911975","https://pbs.twimg.com/media/GL23dlObEAAE0BC.jpg","","in","Jakarta Capital Region","2","16","8","https://x.com/praburevolusi/status/1782782752942911975","46289037","praburevolusi"
"1793138920609468851","Wed May 22 04:36:48 +0000 2024","18","Indosat menggelar Rapat Umum Pemegang Saham Tahunan pada 21 Mei 2024. Dalam rapat Indosat menyatakan untuk terus berinvestasi dalam pengembangan sumber daya manusia berbasis teknologi meningkatkan kualitas layanan dan memperluas konektivitas untuk transformasi menjadi AI https://t.co/VObOwtZz5i","1793138920609468851","https://pbs.twimg.com/media/GOKCV6GbAAAgFEl.jpg","","in","Indonesia","0","1","4","https://x.com/indosat/status/1793138920609468851","982557721575608320","indosat"
"1776176203369455991","Fri Apr 05 09:13:01 +0000 2024","3","NVIDIA bakal bangun pusat pengembangan AI Rp3 triliun di Indonesia - https://t.co/CjMOmAy0iN https://t.co/I5yl5RZBgJ","1776176203369455991","https://pbs.twimg.com/media/GKY-2APXcAApj6k.jpg","","in","Jakarta, Indonesia","2","0","1","https://x.com/InfoKomputer/status/1776176203369455991","59357428","InfoKomputer"
"1787028974683746306","Sun May 05 07:58:03 +0000 2024","9"," Kaum perempuan mampu menghadirkan perspektif keberagaman dalam pemanfaatan dan pengembangan AI melalui pengaturan algoritma yang tidak bias gender #KominfoIndonesiaMaju #Jokowi https://t.co/vQM1UYKngS","1787028974683746306","https://pbs.twimg.com/media/GMzNX6tbsAE58xD.jpg","","in","Jakarta Capital Region, Indone","0","0","7","https://x.com/RcyberProj0/status/1787028974683746306","872175115793858561","RcyberProj0"
"1778777622165479765","Fri Apr 12 13:30:07 +0000 2024","0","Intel mendorong pengembangan AI Enterprise dengan cip AI Gaudi 3 - https://t.co/4Df3bZMP4L https://t.co/Ejz8n5zfsI","1778777622165479765","https://pbs.twimg.com/media/GK980ehXcAAGjgk.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/InfoKomputer/status/1778777622165479765","59357428","InfoKomputer"
"1787478934273106004","Mon May 06 13:46:02 +0000 2024","0","Bukan kualitas SDM ini tantangan pengembangan AI di Indonesia - https://t.co/hVP6GfPhgC https://t.co/JNSbOKI8Zh","1787478934273106004","https://pbs.twimg.com/media/GM5mng5WkAACJPp.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/InfoKomputer/status/1787478934273106004","59357428","InfoKomputer"
