"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1738897321621147908","Sun Dec 24 12:20:03 +0000 2023","163","[Ura-ura] Spesifikasi iPhone 16 &amp; 16 Pro yang tertiris sekakat ini. Siri iPhone 16 juga dijangka hadir dengan sokongan kecerdasan buatan (AI) dan pembelajaran mesin yang lebih mendalam. Masa untuk menabung? : Apple Hub https://t.co/9RcxcqFgBr","1738897321621147908","https://pbs.twimg.com/media/GCHN5QxawAAlkRM.jpg","","in","Malaysia","19","1","75","https://x.com/tech_lagi/status/1738897321621147908","833703860141162496","tech_lagi"
"1722562553153516022","Thu Nov 09 10:31:30 +0000 2023","1570","Meninjau langsung proses pembelajaran di SMK Negeri 1 Purwakarta Jawa Barat siang ini. Fasilitas yang dimiliki SMK ini sudah sangat baik fasilitas bengkel kerjanya sudah mendukung untuk kebutuhan otomotif kendaraan konvensional. Saya akan mengirimkan tambahan mesin dan https://t.co/TtSPDRBelP","1722562553153516022","https://pbs.twimg.com/media/F-fFe8obAAAzV5M.jpg","","in","Jakarta","21","405","189","https://x.com/jokowi/status/1722562553153516022","366987179","jokowi"
"1728962738393841993","Mon Nov 27 02:23:34 +0000 2023","42","Ini bedanya kecerdasan buatan atau artificial interlligence (AI) pembelajaran mesin atau machine learning (ML) dan pembelajaran dalam atau deep learning (DL) https://t.co/NUsTfZQ3tA","1728962738393841993","https://pbs.twimg.com/media/F_6CcqKbsAAzAkY.jpg","","in","Indonesia","2","3","9","https://x.com/AryBandung/status/1728962738393841993","21760657","AryBandung"
"1792469839896072624","Mon May 20 08:18:06 +0000 2024","2","Prof. Dr. Ir. Hendrawan https://t.co/SdyoEWgxUm. dari Sekolah Teknik Elektro dan Informatika (STEI) ITB menyampaikan orasi berjudul Peran Pembelajaran Mesin pada Industri Telekomunikasi Berkelanjutan . #orasiilmiah #gurubesar https://t.co/l4e9olyWEF","1792469839896072624","https://pbs.twimg.com/media/GOAhxqDbcAAdSDT.jpg","","in","Bandung - Jatinangor - Cirebon","0","0","0","https://x.com/itbofficial/status/1792469839896072624","22878447","itbofficial"
"1701447320616014098","Tue Sep 12 04:07:07 +0000 2023","7","WE'RE HIRING! Research Assistant for Matching Fund 2023 Project APLIKASI BERGERAK PREDIKSI KESEHATAN JANIN MENGGUNAKAN PEMBELAJARAN MESIN Send your Full CV attachment to : dewiar@staff.gunadarma.ac.id SUBJECT : MF 2023 JANIN Prepare yourself for a bright future! https://t.co/w1DsXKIlBG","1701447320616014098","https://pbs.twimg.com/media/F5zBUUNasAA0Lqc.jpg","","in","Indonesia","0","0","0","https://x.com/gunadarma_/status/1701447320616014098","203108150","gunadarma_"
"1784459200263024919","Sun Apr 28 05:46:41 +0000 2024","0","Menggunakan teknologi pembelajaran mesin untuk memahami bahasa alami secara mendalam selalu menjadi fokus industri dan akademisi. Di antara berbagai bidang kecerdasan buatan pemrosesan bahasa alami adalah teknologi yang paling matang sehingga menarik perusahaan-perusahaan besar https://t.co/yKy2ZM0idk","1784459200263024919","https://pbs.twimg.com/media/GMOsLRLa4AAxKL1.jpg","","in","Indonesia","0","0","0","https://x.com/xfa_ai/status/1784459200263024919","1719251578539139072","xfa_ai"
"1749388048771756430","Mon Jan 22 11:06:27 +0000 2024","0","Era ini lebih terkait dengan kecerdasan buatan (AI) atau pembelajaran mesin (ML) sebagai metode simulasi kecerdasan manusia. Indonesia memiliki potensi besar untuk mengembangkan teknologi baru dan model bisnis yang didukung teknologi tinggi untuk mempercepat transformasi digital. https://t.co/TcNaRLmWJo","1749388048771756430","https://pbs.twimg.com/media/GEcTCsZagAAYbKJ.jpg","","in","Mega Kuningan Jakarta ","0","0","0","https://x.com/mmaglobalid/status/1749388048771756430","1356914343573483521","mmaglobalid"
"1767020484884140066","Mon Mar 11 02:51:27 +0000 2024","0","[HIMAKOM SALUT] Ka Putri Agustina Riadi dari Ilmu Komputer angkatan 2020 telah dinyatakan lulus dan telah mendapatkan gelar S. Kom nya. Lulus dengan judul skripsi judul skripsi: Studi Perbandingan Metode Pembelajaran Mesin Untuk Deteksi Tangisan Bayi Menggunakan Fitur MFCC https://t.co/Z07zlkDEyW","1767020484884140066","https://pbs.twimg.com/media/GIW3wTuaAAA4VVE.jpg","","in","Banjarbaru","0","1","0","https://x.com/Himakom_unlam/status/1767020484884140066","502580387","Himakom_unlam"
"1765756672801378661","Thu Mar 07 15:09:31 +0000 2024","1","Siaga Alpha FluxEdge! Menyewa dua mesin khusus dari Swedia untuk menangani beberapa proyek semuanya didanai oleh $FLUX! Baik itu kecerdasan buatan pembelajaran mesin atau yang lainnya FluxEdge memiliki semuanya! Bersiaplah kami akan datang! #AI #render #GPU https://t.co/stRzkDRnXd","1765756672801378661","https://pbs.twimg.com/media/GIE6U_baoAAqzvo.jpg","","in","Indonesia","0","0","0","https://x.com/Flux_Indonesia_/status/1765756672801378661","1686025150473404418","Flux_Indonesia_"
"1725471963433545995","Sat Nov 18 04:41:05 +0000 2023","15","Arsip foto dengan Mas Setia Budi (Tukang Pembelajaran Mesin) dan Bu Ari Purwarianti (Ketua Pusat AI ITB). https://t.co/dFJBOIHk27","1725735857993417135","https://pbs.twimg.com/media/F_MLkkebsAAgBU1.jpg","pojokstats","in","pojokstats@gmail.com","1","2","3","https://x.com/pojokstats/status/1725735857993417135","1532717762367266816","pojokstats"
